NL;FOL;LLM_FOL;BLEU;LE
An appliance can be small or large, designed for the kitchen or laundry room, and powered by electricity, gas, or batteries.;∀x (Appliance(x) → ((Small(x) ⊕ Large(x)) ∧ (KitchenAppliance(x) ⊕ LaundryAppliance(x)) ∧ (Electric(x) ∨ Gas(x) ∨ BatteryPowered(x))));∀x (Appliance(x) → (Small(x) ∨ Large(x)) ∧ (Kitchen_Design(x) ∨ Laundry_Room_Design(x)) ∧ (Electric_Powered(x) ∨ Gas_Powered(x) ∨ Battery_Powered(x)));0.5957432328570778;0.66015625
If a person is a meteorologist, they study weather patterns and phenomena.;∀x (Meteorologist(x) → (StudiesWeatherPatterns(x) ∧ StudiesWeatherPhenomena(x)));∀x (Meteorologist(x) → Study(x, WeatherPatterns) ∧ Study(x, WeatherPhenomena));0.41643966418296896;0.75
A keyboard is used to input text.;∀x (Keyboard(x) → UsedToInputText(x));∀x (Keyboard(x) → InputText(x));0.7611606003349892;1.0
A watch uses gears to keep time, while a digital clock uses a crystal oscillator.;∀x ∀y (Watch(x) ∧ DigitalClock(y) → (UsesGears(x) ∧ UsesCrystalOscillator(y)));watch(X) ∧ uses_gears(X, time) ∧ digital_clock(Y) ∧ uses_crystal_oscillator(Y, time);0.0;0.25
A beverage is classified as a cocktail if it contains alcohol, is a mixture of different ingredients, and is typically served at social events or in bars.;∀x (Beverage(x) ∧ ContainsAlcohol(x) ∧ MixtureOfIngredients(x) ∧ TypicallyServedAt(x, socialEvents, bars) → Cocktail(x));∀x (Beverage(x) ∧ Alcohol(x) ∧ Mixture(x) ∧ SocialEventOrBar(x) → Cocktail(x));0.5548973237828658;1.0
If a person catches a cold, they might have a fever or a runny nose.;∀x (Person(x) ∧ CatchesCold(x) → (HasFever(x) ∨ HasRunnyNose(x)));∀x (CatchesCold(x) → (Fever(x) ∨ RunnyNose(x)));0.4676684490940927;0.9375
A type of clothing can be either formal or casual.;∀x (ClothingType(x) → Formal(x) ⊕ Casual(x));∀x (Clothing(x) → (Formal(x) ∨ Casual(x)));0.4794425184430299;0.625
A fashion choice is stylish if it is trendy, comfortable, and either colorful or has interesting patterns.;∀x (FashionChoice(x) ∧ Trendy(x) ∧ Comfortable(x) → (Colorful(x) ∨ InterestingPatterns(x)) ∧ Stylish(x));stylish(X) ∧ trendy(X) ∧ comfortable(X) ∧ (colorful(X) ∨ interesting_patterns(X)) → fashion_choice(X);0.22048043392959876;0.53125
A book contains pages with text and illustrations that convey information, stories, or ideas.;∀x (Book(x) ↔ (ContainsPages(x) ∧ WithTextAndIllustrations(x) ∧ ConveysInformationStoriesOrIdeas(x)));∀x (Book(x) → ∃y (Page(y) ∧ contains(x, y)) ∧ ∃z (Text(z) ∨ Illustration(z) ∧ conveys(y, z)));0.19352792845274666;0.640625
An energy-efficient building uses renewable energy sources and sustainable materials, reducing its environmental impact.;∀x (EnergyEfficientBuilding(x) → (UsesRenewableEnergySources(x) ∧ SustainableMaterials(x) ∧ ReducesEnvironmentalImpact(x)));∀x (EnergyEfficientBuilding(x) → (RenewableEnergySources(x) ∧ SustainableMaterials(x) ∧ ReducedEnvironmentalImpact(x)));0.7749224723289705;1.0
A carnivore is an organism that primarily feeds on other animals, an herbivore is an organism that primarily feeds on plants, and an omnivore is an organism that feeds on both animals and plants.;∀x∀y∀z (Carnivore(x) ∧ Herbivore(y) ∧ Omnivore(z) → (FeedsOnAnimals(x) ∧ FeedsOnPlants(y) ∧ FeedsOnAnimalsAndPlants(z)));∀x (Carnivore(x) → PrimarilyFeedsOnAnimals(x)) ∧ ∀x (Herbivore(x) → PrimarilyFeedsOnPlants(x)) ∧ ∀x (Omnivore(x) → FeedsOnBothAnimalsAndPlants(x));0.189526961733919;0.0
A dessert is delicious if it has a pleasant taste and an appealing texture.;∀x (Dessert(x) ∧ PleasantTaste(x) ∧ AppealingTexture(x) → Delicious(x));∀x (Dessert(x) → (PleasantTaste(x) ∧ AppealingTexture(x)));0.7097320000882399;0.6875
A fish swims in water, while a bird flies in the air.;∀x∀y (Fish(x) ∧ Bird(y) → (SwimsInWater(x) ∧ FliesInAir(y)));∀x (Fish(x) → Swims(x, Water)) ∧ ∀y (Bird(y) → Flies(y, Air));0.345432001888527;0.75
A circle has no corners, a triangle has three corners, and a square has four corners.;∀x∀y∀z (Circle(x) ∧ Triangle(y) ∧ Square(z) → (HasNoCorners(x) ∧ HasThreeCorners(y) ∧ HasFourCorners(z)));∀x (Circle(x) → ¬HasCorners(x)) ∧ ∀x (Triangle(x) → HasCorners(x) ∧ NumberCorners(x) = 3) ∧ ∀x (Square(x) → HasCorners(x) ∧ NumberCorners(x) = 4);0.18709011950225715;0.0
Healthy teeth require regular brushing and flossing.;∀x (HealthyTeeth(x) → (RequiresBrushing(x) ∧ RequiresFlossing(x)));∀x (HealthyTeeth(x) → RegularBrushing(x) ∧ RegularFlossing(x));0.5971070986250356;0.75
A medication that effectively treats symptoms, has minimal side effects, and can be administered easily is often preferred by healthcare professionals.;∀x (Medication(x) ∧ EffectivelyTreatsSymptoms(x) ∧ MinimalSideEffects(x) ∧ EasilyAdministered(x) → PreferredByHealthcareProfessionals(x));∀x (Medication(x) ∧ EffectiveSymptomTreatment(x) ∧ MinimalSideEffects(x) ∧ EasyAdministration(x) → PreferredByHealthcareProfessionals(x));0.8020219183488043;1.0
Dogs bark, babies cry, and sirens wail.;∀x (Dog(x) → Bark(x)) ∧ ∀y (Baby(y) → Cry(y)) ∧ ∀z (Siren(z) → Wail(z));∀x (Dog(x) → Bark(x)) ∧ ∀y (Baby(y) → Cry(y)) ∧ ∀z (Siren(z) → Wail(z));1.0;1.0
In a democratic country, citizens have the right to vote and the right to express their opinions freely.;∀x (DemocraticCountry(x) → (RightToVote(x) ∧ RightToExpressOpinionsFreely(x)));∀x (DemocraticCountry(x) → (VoteRight(x) ∧ FreeExpressionRight(x)));0.7076534431960262;1.0
A product becomes a bestseller if it has innovative features, reasonable pricing, and effective marketing, but not if it has manufacturing defects or poor customer support.;∀x (Product(x) ∧ Bestseller(x) ↔ (InnovativeFeatures(x) ∧ ReasonablePricing(x) ∧ EffectiveMarketing(x) ∧ ¬(ManufacturingDefects(x) ∨ PoorCustomerSupport(x))));bestseller(X) ∧ innovative_features(X) ∧ reasonable_pricing(X) ∧ effective_marketing(X) ∧ ¬manufacturing_defects(X) ∧ ¬poor_customer_support(X) → bestseller(X);0.0;0.734375
A celestial object that orbits a star, reflects light, and is not a satellite is a planet.;∀x (CelestialObject(x) ∧ OrbitsStar(x) ∧ ReflectsLight(x) ∧ ¬Satellite(x) → Planet(x));∀x (CelestialObject(x) ∧ OrbitsStar(x) ∧ ReflectsLight(x) ∧ ¬Satellite(x) → Planet(x));1.0;1.0
An island is volcanic if it was formed by volcanic activity, has a volcanic cone, and shows signs of geothermal activity.;∀x (Island(x) ∧ FormedByVolcanicActivity(x) ∧ HasVolcanicCone(x) ∧ GeothermalActivity(x) → Volcanic(x));∀x (Island(x) ∧ FormedByVolcanicActivity(x) ∧ HasVolcanicCone(x) ∧ ShowsGeothermalActivity(x) → Volcanic(x));0.9025139799587886;1.0
Factories manufacture goods from raw materials, employing workers to operate machinery.;∀x∀y∀z (Factory(x) ∧ RawMaterial(y) ∧ Worker(z) → (ManufacturesGoods(x, y) ∧ Employs(x, z) ∧ OperatesMachinery(z)));∀x (Factory(x) → ∃y (Goods(y) ∧ RawMaterial(y) ∧ Manufacture(x, y)) ∧ ∃z (Worker(z) ∧ Employ(x, z) ∧ OperateMachinery(z)));0.4962342667043808;0.1796875
Washing your hands with soap and water is effective in removing dirt and germs.;∀x (WashesHands(x) ∧ UsesSoap(x) ∧ UsesWater(x) → (RemovesDirt(x) ∧ RemovesGerms(x)));∀x (washing(x, hands, soap, water) → effective(x, removing, dirt, germs));0.0;0.78125
A type of dance can be either ballet or contemporary.;∀x (DanceType(x) → Ballet(x) ⊕ Contemporary(x));∀x (Dance(x) → Ballet(x) ∨ Contemporary(x));0.667278568794606;0.625
A predator hunts and consumes prey for sustenance, while the prey population affects the abundance of predators in an ecosystem.;∀x∀y∀z (Predator(x) ∧ HuntsAndConsumes(x, y) ∧ Prey(y) ∧ AffectsAbundance(y, z) ∧ Ecosystem(z) → SustainsPopulation(x, z));∀x (Predator(x) → Hunts(x) ∧ Consumes(x) ∧ Sustenance(x)) ∧ ∀y (Prey(y) → Affects(y) ∧ Abundance(y) ∧ Ecosystem(y)) ∧ ∀z (Predator(z) → Affects(z) ∧ Abundance(z) ∧ Ecosystem(z));0.3057527105842281;0.022216796875
When a material is a good conductor of electricity, it allows electric current to flow through it easily.;∀x (Material(x) ∧ GoodConductorOfElectricity(x) ↔ AllowsElectricCurrentToFlowEasily(x));∀x (GoodConductorOfElectricity(x) → AllowsElectricCurrentFlow(x));0.32393286190398385;0.75
An object is a microscope when it is an optical instrument that magnifies small specimens, often used in scientific research, and provides detailed images of otherwise unseen structures.;∀x (Object(x) ∧ OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ OftenUsedInScientificResearch(x) ∧ ProvidesDetailedImages(x) → Microscope(x));∀x (Microscope(x) ↔ (OpticalInstrument(x) ∧ MagnifiesSmallSpecimens(x) ∧ UsedInScientificResearch(x) ∧ ProvidesDetailedImages(x, UnseenStructures)));0.5828948321357659;0.515625
A worker who is skilled, experienced, and knowledgeable is an expert.;∀x (Worker(x) ∧ Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) → Expert(x));∀x (Skilled(x) ∧ Experienced(x) ∧ Knowledgeable(x) → Expert(x));0.7447759044332607;0.96875
An artwork that is made with watercolors and is created on paper is considered a watercolor painting.;∀x (Artwork(x) ∧ MadeWithWatercolors(x) ∧ CreatedOnPaper(x) → WatercolorPainting(x));∀x (WatercolorPainting(x) ↔ (∃y (MadeWith(x, y) ∧ y = Watercolor) ∧ CreatedOn(x, Paper)));0.15815783405728007;0.0
An airplane requires maintenance when it has flown a certain number of hours or has experienced mechanical issues.;∀x (Airplane(x) ∧ (FlownCertainHours(x) ∨ MechanicalIssues(x)) → RequiresMaintenance(x));∀x (Airplane(x) → ((FlightHours(x) ≥ CertainNumber) ∨ MechanicalIssues(x) → MaintenanceRequired(x)));0.5081808781810275;0.0
Insects have wings, while arachnids do not.;∀x (Insect(x) → HasWings(x)) ∧ ∀y (Arachnid(y) → ¬HasWings(y));∀x (Insect(x) → Winged(x)) ∧ ∀y (Arachnid(y) → ¬Winged(y));0.8020219183488043;1.0
Museums display artifacts and artworks to educate and inspire visitors.;∀x∀y∀z (Museum(x) ∧ Artifact(y) ∧ Artwork(z) → (DisplaysToEducateAndInspire(x, y) ∧ DisplaysToEducateAndInspire(x, z)));∀x (Museum(x) → (Display(x, Artifact) ∧ Display(x, Artwork)) ∧ Educate(x) ∧ Inspire(x));0.2695595523348865;0.25
A stadium is considered iconic when it has a unique architectural design and historical significance.;∀x (Stadium(x) ∧ UniqueArchitecturalDesign(x) ∧ HistoricalSignificance(x) → Iconic(x));iconic(X) ∧ stadium(X) → unique_architectural_design(X) ∧ historical_significance(X);0.0;0.5
A film is categorized as a documentary if it presents factual information, features real-life events, and is intended for educational purposes.;∀x (Documentary(x) ↔ (Film(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x)));∀x (Film(x) ∧ ¬Fiction(x) ∧ PresentsFactualInformation(x) ∧ FeaturesRealLifeEvents(x) ∧ IntendedForEducationalPurposes(x) → Documentary(x));0.7223579217017371;0.515625
An event that occurs rarely and has a significant impact is considered an outlier.;∀x (Event(x) ∧ RareOccurrence(x) ∧ SignificantImpact(x) → Outlier(x));∀x (Rare(x) ∧ SignificantImpact(x) → Outlier(x));0.6358410042286204;0.9375
A film can be a blockbuster if it generates significant revenue and receives positive reviews.;∀x (Film(x) ∧ SignificantRevenue(x) ∧ PositiveReviews(x) → Blockbuster(x));∀x (Film(x) → (Revenue(x) ≥ Significant ∧ Reviews(x) = Positive) → Blockbuster(x));0.5062449158389937;0.0
A person is considered wealthy if they own a mansion or a private jet.;∀x ((OwnsMansion(x) ∨ OwnsPrivateJet(x)) → Wealthy(x));wealthy(X) ∧ owns(X, mansion) ∨ owns(X, private_jet);0.0;0.75
An element is a noble gas if it has a full electron shell and exhibits low chemical reactivity.;∀x (Element(x) ∧ FullElectronShell(x) ∧ LowChemicalReactivity(x) → NobleGas(x));∀x (NobleGas(x) ↔ (FullElectronShell(x) ∧ LowChemicalReactivity(x)));0.5765283249593297;0.5625
An architect designs buildings, considers structural and aesthetic elements, and complies with regulations.;∀x∀y∀z (Architect(x) ∧ Building(y) ∧ Regulation(z) → (Designs(x, y) ∧ ConsidersElements(x) ∧ CompliesWith(x, z)));∀x (Architect(x) → ∃y (Designs(x, y) ∧ Structural(y) ∧ Aesthetic(y) ∧ Complies(x, y)));0.3819939392574007;0.640625
A beverage is classified as alcoholic if it contains ethanol and has a minimum legal drinking age.;∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasMinimumLegalDrinkingAge(x) → Alcoholic(x));alcoholic(X) ∧ contains_ethanol(X) ∧ has_minimum_legal_drinking_age(X) → beverage(X);0.0;1.0
A lawyer represents a client in court or during negotiations.;∀x ∀y (Lawyer(x) ∧ Client(y) → (RepresentsInCourt(x, y) ∨ RepresentsDuringNegotiations(x, y)));∀x (lawyer(x) ∧ (court(x) ∨ negotiation(x)) → represents(x, client(x)));0.2963434614999888;0.0
A type of job can be either full-time or part-time.;∀x (JobType(x) → FullTime(x) ⊕ PartTime(x));∀x (JobType(x) → (FullTime(x) ∨ PartTime(x)));0.6514613449066712;0.625
A book is written in a language and contains a collection of pages with printed text or illustrations.;∀x (Book(x) ∧ Language(x) ∧ (ContainsPrintedText(x) ∨ ContainsIllustrations(x)) → HasPages(x));∀x (Book(x) → WrittenInLanguage(x, y) ∧ ContainsPages(x, z) ∧ (PrintedText(z) ∨ Illustrations(z)));0.2968262486082466;0.375
A farmer grows a crop in a particular soil type if the crop thrives in that soil and the farmer's land consists of that soil type.;∀x∀y∀z (Farmer(x) ∧ Crop(y) ∧ SoilType(z) ∧ ThrivesIn(y, z) ∧ LandConsistsOfSoilType(x, z) → Grows(x, y, z));∀x (Crop(x) ∧ ThrivesIn(x, y) ∧ SoilType(y) ∧ FarmerLand(z, y) → FarmerGrows(x, z));0.38875762416286574;0.984375
A software is an operating system when it is a collection of programs, manages computer hardware and software resources, and provides an interface for users to interact with the computer and run applications.;∀x (Software(x) ∧ CollectionOfPrograms(x) ∧ ManagesComputerHardwareAndSoftwareResources(x) ∧ ProvidesInterfaceForUsersToInteractWithComputerAndRunApplications(x) → OperatingSystem(x));∀x (Software(x) ∧ CollectionOfPrograms(x) ∧ ManagesHardware(x) ∧ ManagesSoftwareResources(x) ∧ ProvidesInterface(x) → OperatingSystem(x));0.6745409323444207;0.984375
A smartphone enables communication and access to information.;∀x (Smartphone(x) → EnablesCommunication(x) ∧ AccessToInformation(x));∀x (Smartphone(x) → Communication(x) ∧ InformationAccess(x));0.667278568794606;1.0
A person can become a professional athlete if they possess exceptional skills and train rigorously.;∀x (Person(x) ∧ ExceptionalSkills(x) ∧ RigorousTraining(x) → ProfessionalAthlete(x));∀x (Person(x) ∧ ExceptionalSkills(x) ∧ RigorousTraining(x) → ProfessionalAthlete(x));1.0;1.0
Doctors prescribe medication, and pharmacists dispense it to patients.;∀x ∀y ∀z (Doctor(x) ∧ Patient(y) ∧ Medication(z) ∧ Prescribes(x, z, y) → Dispenses(Pharmacist, z, y));"∀x (Doctor(x) → ∃y (Prescribe(x, y) ∧ Medication(y)))
∀z (Pharmacist(z) → ∃w (Dispense(z, w) ∧ Patient(w)))";0.3309174328550827;0.0
A book becomes a bestseller by having a compelling story, receiving positive reviews, or generating strong word of mouth.;∀x (Book(x) ∧ (CompellingStory(x) ∨ PositiveReviews(x) ∨ StrongWordOfMouth(x)) → Bestseller(x));∀x (Book(x) → (∃y (CompellingStory(y) ∧ HasStory(x, y)) ∨ ∃z (PositiveReview(z) ∧ ReceivedReview(x, z)) ∨ ∃w (StrongWordOfMouth(w) ∧ GeneratedWordOfMouth(x, w))));0.1839706260729427;0.8046875
A firewall provides security when it is properly configured, updated regularly, and monitors incoming and outgoing traffic.;∀x (Firewall(x) ∧ ProperlyConfigured(x) ∧ UpdatedRegularly(x) ∧ MonitorsTraffic(x) → ProvidesSecurity(x));∀x (firewall(x) ∧ properly_configured(x) ∧ updated_regularly(x) ∧ monitors_traffic(x) → provides_security(x));0.5847565012088742;1.0
A violin is played with a bow, and a guitar is played with fingers or a pick.;∀x ∀y ((Violin(x) ∧ PlayedWithBow(x)) ∧ (Guitar(y) ∧ (PlayedWithFingers(y) ∨ PlayedWithPick(y))));∀x (violin(x) → played_with(x, bow)) ∧ ∀y (guitar(y) → played_with(y, fingers) ∨ played_with(y, pick));0.3060959584741419;0.4375
In a library, books are organized by subject and author, while periodicals are organized by publication date and title.;∀x (Book(x) ∧ InLibrary(x) → OrganizedBySubjectAndAuthor(x)) ∧ ∀y (Periodical(y) ∧ InLibrary(y) → OrganizedByPublicationDateAndTitle(y));∀x (Library(x) → (∃y (OrganizedBySubject(x, y) ∧ OrganizedByAuthor(x, y)) ∧ ∀z (Periodical(z) → OrganizedByPublicationDate(z) ∧ OrganizedByTitle(z))));0.21661004839721207;0.65625
A player wins a chess match if they checkmate the opponent's king or the opponent resigns.;∀x ∀y (Player(x) ∧ Player(y) ∧ ChessMatch(z) ∧ (Checkmate(x, y) ∨ Resigns(y)) → Wins(x, z));∀x (Player(x) ∧ ChessMatch(m) → (Checkmate(x, m) ∨ Resigns(opponent(x), m) → Wins(x, m)));0.4532724145875354;0.0
A vehicle is considered a motorcycle if it is a two-wheeled motor vehicle, often powered by an internal combustion engine, and used for transportation, sport, or recreation.;∀x (Vehicle(x) ∧ TwoWheeledMotorVehicle(x) ∧ OftenPoweredByInternalCombustionEngine(x) ∧ UsedForTransportationSportOrRecreation(x) → Motorcycle(x));∀x (Vehicle(x) ∧ TwoWheeled(x) ∧ MotorVehicle(x) ∧ InternalCombustionEngine(x) ∧ (Transportation(x) ∨ Sport(x) ∨ Recreation(x)) → Motorcycle(x));0.40093342014621003;0.99609375
A restaurant serves vegetarian or vegan options, but not if it's a steakhouse or if it only offers a seafood menu.;∀x (Restaurant(x) ∧ ¬(Steakhouse(x) ∨ SeafoodMenuOnly(x)) → (ServesVegetarian(x) ∨ ServesVegan(x)));∀x (Restaurant(x) → (Vegetarian(x) ∨ Vegan(x)) ∧ ¬(Steakhouse(x) ∨ SeafoodMenu(x)));0.6867148544879181;0.25
If a person is a singer, they perform songs.;∀x (Singer(x) → PerformsSongs(x));∀x (Singer(x) → Perform_Songs(x));0.7611606003349892;1.0
Volcanoes can be active, dormant, or extinct.;∀x (Volcano(x) → (Active(x) ⊕ Dormant(x) ⊕ Extinct(x)));∀x (Volcano(x) → (Active(x) ∨ Dormant(x) ∨ Extinct(x)));0.7749224723289705;0.8125
